@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute class {'1','2'}
@data
18928.395,23993.915,778.512,4255.623,2683.659,19798.461,4982.818,58238.609,164.325,122.666,3876.846,1475.689,11980.368,822.128,11151.139,61613.639,4753.817,98.405,1969.645,2479.528,196.812,2605.544,1386.076,1544.591,15806.308,2184.377,20296.166,228.134,6560.422,278.089,631.998,2158.04,8066.59,2649.577,168.849,1198.308,216.855,697.693,2454.754,13553.497,707.511,1573.344,6207.275,2153.947,9657.001,36.078,88.911,1142.888,1286.796,3843.327,'2'
16146.905,17857.33,994.789,7119.779,4280.706,16339.751,4762.274,44541.544,806.382,79.376,2652.22,2650.022,4643.919,1376.981,10254.285,50539.417,6886.159,966.621,3279.921,2454.07,346.06,943.162,1406.096,2914.581,22114.458,2881.423,11203.854,820.062,7137.827,367.393,711.378,1025.525,5338.905,4866.718,142.031,1181.335,261.326,47.458,1064.589,827.864,132.103,908.521,6136.172,2542.983,10437.32,409.957,165.767,704.825,772.439,2484.062,'2'
11247.051,14568.181,585.144,6069.163,2941.063,14742.619,3370.891,33595.078,81.37,79.283,3142.689,3381.108,8918.899,204.381,9486.074,26493.263,4985.086,25.745,1706.661,6378.758,296.755,1580.285,945.545,4188.958,25644.693,1850.316,8079.465,674.458,4558.699,214.512,1550.602,2354.518,4180.208,8570.473,518.313,1393.36,373.982,315.504,2080.955,45151.081,761.242,577.453,7132.927,1936.672,7428.22,4082.187,289.927,774.471,253.892,1625.68,'2'
25036.945,24218.726,2064.233,3667.207,1252.381,18363.475,8680.01,49368.396,806.53,84.377,5270.786,1551.605,5800.698,893.563,7969.804,39322.857,6820.727,94.744,4801.393,958.026,705.899,1435.354,1662.293,3377.882,21584.921,2387.029,10556.044,338.227,8997.793,220.628,907.187,504.674,5452.553,1021.285,103.08,1259.662,196.099,58.298,1393.019,3531.966,1017.36,2046.755,2161.888,3771.738,10233.848,28.898,181.757,515.377,389.869,12303.847,'2'
20052.287,19411.533,771.59,5495.971,2594.513,18442.876,5927.748,46429.817,974.42,694.301,4020.504,2777.732,5107.308,656.639,15594.557,38874.023,4084.57,437.654,1598.334,3627.286,703.54,1259.534,1969.024,1960.291,20753.01,2193.982,10076.556,414.197,7747.859,483.711,639.259,1173.847,4065.35,2347.974,209.509,586.231,56.609,304.16,1952.323,10499.804,935.586,1662.116,5637.827,4169.501,6785.082,322.704,94.275,1157.369,749.786,1761.186,'2'
20068.196,21695.364,1244.992,7638.763,2455.193,15783.159,5029.046,51757.002,316.422,979.99,3339.123,2785.395,3571.369,1348.125,9332.183,45649.467,17627.033,58.043,3706.488,3081.544,404.804,1483.938,1052.624,661.762,24255.517,1363.851,17872.759,343.603,6217.086,36.264,1495.302,1011.632,4044.19,6153.794,151.276,1455.843,164.996,46.098,312.012,92.552,749.046,2361.508,3937.16,2698.849,5268.12,205.764,158.622,862.981,1337.239,3046.711,'2'
16909.118,13104.65,1626.211,6521.724,2367.726,24457.257,3145.512,61061.647,861.916,708.334,1773.537,4257.466,3647.648,698.101,10936.003,59971.639,8785.078,337.995,3833.371,3016.998,413.35,1313.77,680.226,1379.502,20729.421,2812.703,16610.639,810.22,5614.441,364.366,906.961,2133.089,5552.711,4258.449,233.099,1513.133,516.482,51.609,889.812,364.479,1286.838,1493.82,4966.968,1315.573,5611.762,727.106,110.848,777.7,2293.65,1385.968,'2'
15550.512,19730.498,777.294,8952.03,1566.241,15759.182,11523.781,51193.79,438.66,892.987,3909.35,3249.851,4589.578,841.13,5460.647,48605.893,10350.905,80.5,2956.819,3531.595,698.758,1326.109,920.958,2885.606,17042.572,1794.319,11876.609,257.281,12459.114,66.417,1934,1788.703,4235.508,6895.621,305.799,906.392,79.969,90.365,1189.368,707.608,989.542,1162.602,5741.811,2238.98,10955.622,272.97,108.575,874.524,890.934,5791.714,'2'
10185.227,12665.641,458.561,6667.747,2229.121,19119.017,4918.375,43713.518,134.283,100.689,2911.342,412.877,12181.042,926.188,13562.542,51783.059,7496.022,45.443,2884.402,2357.392,684.817,707.008,1145.951,3499.341,21867.563,1560.977,10279.602,530.363,6639.907,153.592,2028.211,1016.861,8448.359,4199.296,129.746,1901.984,895.146,125.462,1444.542,18899.49,761.997,1803.993,6256.594,4993.552,7141.824,229.273,112.005,987.379,2314.713,2716.788,'2'
14465.411,13393.608,1165.033,10337.723,2823.641,19006.348,8064.593,50997.015,474.475,80.049,2513.523,2436.201,7782.508,562.228,13439.945,69842.516,8262.095,48.711,3595.489,1929.924,728.608,807.829,1360.125,2363.494,31153.48,2135.148,15195.994,848.837,9982.973,251.726,504.976,2732.282,7238.009,5493.264,244.823,1977.058,29.168,43.782,238.646,854.091,2869.287,1331.251,7005.497,1614.476,8235.672,3302.93,280.455,808.102,1613.111,1503.52,'2'
18808.361,25461.636,875.367,8977.945,2651.042,18878.174,4896.241,38334.795,674.604,60.95,2945.086,2563.395,14046.645,777.517,19942.006,35368.83,6983.172,113.85,4502.739,3915.167,584.289,1653.692,2246.926,1991.403,19277.871,2154.743,11031.706,1177.243,6352.28,112.922,1031.472,1884.551,7614.606,5910.05,193.701,3788.664,621.052,82.838,2296.579,16410.858,1209.94,1256.203,8423.079,4631.167,10219.32,3303.019,652.865,1696.982,1668.258,1010.039,'2'
11233.429,16853.269,476.77,7353.882,1916.596,21363.748,4547.794,55571.179,894.653,113.223,1714.714,1119.015,7639.683,945.57,7605.127,56635.868,3923.049,128.414,1472.845,9142.614,681.266,1164.546,1160.816,2232.142,23939.999,1376.42,12078.066,654.991,8000.872,134.01,1727.259,2634.85,6090.779,5459.144,180.549,1656.765,58.43,41.896,1322.795,888.28,959.376,1445.815,3044.608,1829.024,7114.589,1011.996,156.89,652.294,1429.783,2429.797,'2'
22147.436,23085.767,865.659,8685.308,2096.049,14974.755,6707.749,32879.017,276.78,51.302,5101.654,1736.196,6434.154,359.052,8422.242,30898.934,5639.92,26.255,2821.512,5406.345,641.895,1148.66,1793.109,1801.077,27423.046,2449.686,6991.972,388.741,8166.128,349.24,2857.74,1701.012,3470.13,3279.945,249.438,1301.027,1061.027,46.006,1017.749,907.327,2140.644,1801.218,4119.203,2058.777,8767.055,1154.263,176.497,708.987,3665.55,3862.655,'2'
13442.426,15045.306,982.99,10731.736,2219.913,16855.159,5279.959,33888.655,1143.139,462.969,3187.237,3197.69,4051.458,154.174,17239.3,32059.181,1149.711,30.666,3893.384,3006.613,638.003,1666.406,1300.246,2719.935,23402.458,3951.189,12649.221,188.394,6663.359,4235.678,858.276,1242.897,3187.731,1008.998,191.776,581.521,318.425,33.358,1459.212,32379.594,4272.408,1052.037,7718.333,11945.006,5331.848,2842.344,302.956,2812.71,1158.987,355.64,'2'
8909.332,12680.431,916.251,3013.121,2327.107,18253.654,3449.687,40468.3,478.885,129.874,1183.728,4433.58,2430.105,515.46,7625.311,18477.657,9608.008,81.675,1140.201,833.695,613.571,592.038,1040.437,1751.284,38412.844,1973.23,18528.192,98.005,5331.382,74.344,486.878,3872.388,1871.416,856.027,233.065,1484.838,275.271,248.265,1896.696,6711.741,1539.633,1440.883,4246.382,3878.129,9692.542,1069.418,301.565,1134.938,2434.954,1153.043,'2'
23275.627,19101.944,1131.242,7543.108,3420.454,22268.868,7151.427,35115.287,200.144,45.597,2591.803,3164.03,10732.129,1475.808,10050.299,42196.25,7223.418,59.239,1105.179,1349.211,1188.366,1894.184,1883.435,1374.611,28650.314,1770.025,8351.383,224.032,7669.47,148.602,741.434,1102.034,6711.608,5248.157,215.758,927.823,444.426,236.241,1308.515,104.772,992.484,1486.621,5405.295,1818.765,9891.216,479.438,42.018,1011.908,900.22,4780.699,'2'
18467.445,17937.029,1632.89,5269.014,450.878,16272.382,9764.888,56960.235,633.165,66.05,4522.19,4097.001,8264.394,322.868,9920.723,45470.487,4465.665,62.634,3956.574,1960.427,748.528,2033.933,1021.088,1141.003,23723.378,1177.576,17905.197,308.18,12156.363,112.359,1045.631,1160.259,7763.732,2248.746,109.084,758.295,284.661,30.254,1342.354,663.744,629.651,1290.732,3332.388,2015.381,8553.628,551.181,136.982,1020.178,1413.132,546.419,'2'
16119.761,17514.668,333.78,4646.901,2018.419,19690.038,5022.592,51468.585,266.952,42.604,4380.221,3033.715,12515.014,58.125,7437.071,65154.947,2027.63,59.513,1507.483,4416.997,421.59,1761.204,2065.309,1120.022,18389.931,1347.744,12951.835,467.044,5423.029,22.338,1215.251,1630.547,7140.931,3927.305,73.687,1289.9,343.744,58.767,837.974,270.101,879.792,1702.41,5829.133,2814.544,6447.578,5781.677,201.123,825.178,1356.158,6211.949,'2'
20835.913,18911.527,1117.825,3489.289,1687.1,21458.677,8255.423,66226.819,383.974,69.804,3348.766,3923.219,9074.216,813.752,9003.394,65072.012,3907.9,81.829,1870.546,1548.238,630.415,1822.911,1198.723,1302.812,30368.633,1703.423,12879.922,303.724,8833.134,41.831,292.384,1961.608,9517.289,1327.137,297.403,1017.398,100.034,87.005,760.371,208.14,854.84,1720.448,10364.459,1495.508,9868.7,305.206,87.616,695.668,1160.261,3801.015,'2'
13737.32,16355.807,903.632,9972.039,1596.076,18021.491,7784.622,39507.586,493.993,34.935,2710.406,3326.282,4000.487,812.965,13745.778,35040.99,3438.43,62.419,8274.413,2392.664,741.115,1354.685,2182.081,3796.647,26599.382,2372.558,13335.23,455.406,9550.289,692.035,764.454,1571.942,3450.713,1595.232,134.4,1415.645,638.258,313.435,1280.152,22620.158,1053.648,1356.281,7561.361,4340.654,10187.382,956.873,137.539,988.949,1233.496,3435.878,'2'
10308.757,11504.665,1623.769,9891.116,298.344,18759.896,8719.532,56007.616,1501.16,160.459,2710.798,2767.837,4277.695,451.247,14156.652,40781.134,671.385,1426.331,3216.417,2068.125,966.598,1070.406,1507.823,513.017,14594.87,2046.922,10622.803,39.073,9699.217,2125.664,3661.765,2618.673,4156.654,511.954,542.56,266.363,950.89,443.7,1939.771,26084.994,2331.31,557.331,2403.56,4276.551,6951.487,9683.27,113.521,2786.814,2871.968,705.652,'2'
26507.732,33185.347,991.867,4099.369,2607.894,16360.45,8972.466,55666.728,302.824,64.46,5088.737,2418.703,8766.818,336.116,9910.719,56415.791,3952.891,76.25,1581.739,2961.384,246.036,1626.725,1274.198,1221.905,22018.49,4111.28,13567.175,200.612,9918.057,33.567,683.422,1408.436,7641.172,1891.918,119.527,858.715,156.652,33.763,325.382,90.317,767.66,1064.947,7386.598,3929.313,7299.848,7636.388,252.714,508.04,584.286,5883.912,'2'
11794.985,25515.891,1048.222,7856.468,1075.336,20159.676,6390.28,45548.463,483.58,125.532,1854.7,2153.143,15033.084,324.232,11196.838,61611,2632.015,69.888,4922.917,9115.405,745.034,810.443,134.889,781.552,15266.879,2004.1,19175.949,391.933,7964.41,111.253,735.29,2176.043,5745.613,1515.659,278.196,650.46,848.194,103.396,1446.526,5442.119,1062.753,1482.042,3960.405,1794.696,9503.77,738.946,99.236,1318.794,761.59,4306.333,'2'
16328.146,27408.62,1207.622,7233.866,2854.124,17069.89,8730.03,33208.516,763.182,114.914,2235.65,2787.652,9403.329,796.44,17207.173,38177.032,5761.092,56.527,3058.475,4243.56,779.648,1676.67,940.838,1971.696,20474.053,2683.153,11316.546,1127.845,8441.491,787.008,701.809,3026.873,5497.862,4273.274,250.196,2364.403,467.641,105.776,1284.12,2906.419,1175.111,908.136,8511.682,4058.941,12147.212,4002.564,375.504,892.888,811.44,2492.925,'2'
10536.378,15983.991,710.898,4750.66,3859.067,19280.587,3773.496,34494.382,786.687,1085.156,1612.037,3678.696,1441.677,1369.437,12610.263,30111.135,4722.318,39.551,3370.968,2492.992,350.727,619.391,951.271,1691.381,24593.388,2292.729,13415.879,929.495,4768.106,1143.007,791.536,1224.924,1076.214,2089.181,129.778,1796.84,327.267,62.751,662.56,1398.9,1213.103,1442.055,7918.176,5501.926,8725.886,3120.168,289.964,864.832,1339.47,2818.461,'2'
14247.359,22937.072,850.584,4927.416,1763.142,16317.068,7054.524,54345.849,1002.36,80.572,3132.72,3012.638,7128.017,535.451,8129.895,49500.319,4094.918,60.15,3200.039,2027.617,368.288,1592.684,1706.477,1138.658,22696.204,1883.56,15383.145,458.218,7627.831,552.477,1428.699,1916.467,6070.998,1859.012,199.707,1152.416,330.087,68.683,1005.893,1088.112,958.897,2359.153,3955.659,3603.593,5661.336,1133.815,288.742,1246,737.468,3793.018,'2'
11556.363,20928.581,734.695,6904.432,1974.448,24251.942,7410.163,62593.904,367.679,31.81,3100.915,1314.371,8927.945,566.039,12251.225,53970.314,7707.404,82.681,2976.382,4948.809,514.605,2900.492,962.352,1893.415,26081.978,2611.121,9427.156,149.601,7467.513,416.625,862.521,3159.846,8698.191,2862.452,433.795,1649.66,225.813,198.934,642.4,1115.964,996.015,827.696,5696.051,1733.36,9219.815,1624.079,380.068,1095.036,1240.587,2503.188,'2'
26011.391,29735.662,864.459,4591.465,1955.104,21405.844,11142.934,34486.906,1117.678,80.927,4129.85,3933.669,11370.607,553.824,10020.613,32996.15,11002.437,49.404,3834.274,1165.412,792.817,1992.562,1493.626,1518.21,25947.472,914.464,12479.368,175.088,11672.415,66.33,379.346,2126.843,5403.569,1234.084,349.391,1112.031,436.061,51.119,1557.922,52.293,158.225,1287.746,6882.948,2476.501,12034.995,44.201,45.131,1129.365,510.048,5708.148,'2'
11289.823,13058.356,1308.819,2553.145,962.032,21957.94,5978.001,41298.396,258.795,725.798,6274.763,2366.186,6096.776,502.945,8295.983,31197.239,4015.428,82.589,3644.209,2037.554,1307.682,2384.249,1438.214,383.821,18264.553,1139.503,13752.645,118.484,7143.507,121.861,687.004,1823.763,5794.317,400.357,160.563,115.04,213.013,93.738,1022.733,85.889,1514.321,1437.347,1542.207,3504.145,13810.633,7817.459,102.773,936.08,1415.673,6443.142,'2'
13913.274,17778.852,227.272,1680.728,791.853,16472.207,7696.879,53236.69,963.77,62.726,3256.925,2882.751,10873.989,678.499,11538.699,33002.184,1656.307,58.101,905.971,520.536,565.726,1339.554,1105.496,218.163,17115.931,1611.138,13263.807,263.909,9795.322,83.109,284.835,3172.801,6937.877,656.288,414.056,302.268,312.331,79.898,623.659,157.843,853.234,1228.97,6613.336,2814.905,6623.314,387.323,528.245,720.905,2350.384,2675.958,'2'
24155.048,22350.999,1273.374,6962.439,341.366,15634.856,3723.065,39514.033,874.3,96.549,2192.19,3637.322,2538.56,1742.325,6451.262,59017.843,4521.203,227.495,1559.94,2189.702,303.693,161.607,1510.28,2178.611,27317.825,3892.927,6944.508,141.491,5073.095,62.469,1611.137,1631.86,3202.306,5831.219,242.527,724.246,86.98,902.497,1163.701,762.861,2815.724,1151.867,2805.5,1499.188,2998.26,1096.89,179.676,1728.821,3940.188,2370.246,'2'
22479.994,24851.088,846.509,6444.681,2223.193,17009.498,8487.438,51149.882,494.583,27.331,4122.785,2323.199,4871.228,827.239,9145.133,85213.392,1685.029,72.579,2512.915,2093.146,527.563,1555.914,1376.34,1802.638,14387.007,1502.296,12420.383,209.837,9175.5,324.837,3197.181,1598.272,3771.95,2483.478,141.947,1406.391,579.04,76.505,220.903,5474.773,896.949,2597.959,4202.291,4664.692,4737.378,3480.51,128.843,1222.505,2328.568,11152.107,'2'
36210.941,39114.39,546.99,3158.954,2803.204,20446.918,7596.651,52979.455,227.704,52.567,4205.213,2717.678,8753.325,1151.901,13346.274,45020.675,5774.416,67.595,1513.716,1358.388,441.169,2638.229,1901.798,2191.746,25287.656,1740.398,8740.686,648.511,8017.413,47.98,486.847,407.402,8996.53,2209.099,193.098,1111.231,316.003,104.318,880.399,116.734,460.686,1806.049,8240.852,3693.955,10357.468,1297.151,307.7,543.669,2128.706,6995.086,'2'
12774.084,13105.182,402.434,6029.236,1740.675,20201.56,10499.659,41106.435,203.91,89.181,3443.023,3517.281,5813.742,204.82,11427.682,31180.672,4763.172,189.858,3327.886,2004.082,1038.188,1380.419,1303.934,2313.448,18521.723,2472.28,16343.434,656.343,11071.795,283.289,921.181,3308.126,6508.579,3158.859,218.707,1272.417,520.97,65.967,1434.845,101.749,507.681,427.049,5515.12,2488.664,13392.07,1314.607,270.928,813.411,517.84,3827.878,'2'
15616.498,11911.024,1041.972,12515.725,2769.134,15443.915,1906.866,43989.843,269.279,121.892,2248.312,2759.596,5509.346,140.951,11106.099,51381.548,6101.928,44.173,3602.114,2235.621,748.471,800.418,984.401,2491.37,14441.976,2163.199,14934.791,958.169,3921.71,456.47,1142.472,2108.621,8231.309,4530.512,240.17,1688.212,107.162,200.337,1192.341,13491.498,1094.917,1241.472,5545.994,1126.478,8283.643,2336.236,210.265,988.711,2118.865,2389.424,'2'
23032.456,25000.414,1011.754,8107.96,2466.585,16850.551,4517.203,50523.794,122.89,1332.692,3905.666,2883.002,8762.086,438.435,11732.22,25694.267,1899.362,76.721,4725.42,697.784,687.727,2053.405,1982.349,1310.944,14662.373,1359.009,13147.67,515.137,4669.027,102.621,909.697,1353.111,5854.558,1718.785,141.221,722.49,329.884,38.877,1301.63,1056.529,530.443,1706.208,8417.032,1872.808,7609.727,406.623,431.35,878.259,1278.278,4883.76,'2'
8013.909,6954.527,788.268,4421.646,267.992,10622.086,2783.567,45549.656,1238.109,2052.363,4638.261,1981.224,2660.098,1403.337,10604.851,41879.248,1607.145,99.019,7034.774,3963.248,1374.995,1730.764,1375.052,1048.526,13733.797,1004.876,9326.583,33.62,3201.886,4181.374,3440.268,2350.211,3451.011,391.56,262.425,589.057,570.851,203.852,1461.757,16334.575,178.258,1027.65,1497.602,10112.704,6739.155,15758.513,235.034,8356.19,2241.138,1411.157,'2'
13121.031,16138.253,761.936,5978.346,3803.223,18149.857,4899.137,49470.512,832.013,72.496,2367.865,3588.83,6094.564,319.749,13769.524,45007.532,6739.189,26.381,3070.458,1991.453,608.151,788.63,1572.935,3560.039,27558.982,2658.916,10098.632,1358.912,7380.859,128.418,774.029,2591.743,4208.264,4104.545,111.315,2149.06,503.226,106.877,1515.119,2433.976,1440.732,1784.769,4385.557,3660.055,12513.007,942.023,335.905,686.658,1032.859,1831.053,'2'
18725.166,20663.882,1001.99,5261.706,1664.101,13435.318,7264.498,47363.756,1966.268,107.205,2938.763,2457.878,12327.749,542.022,11901.55,47324.742,3417.462,53.252,5548.841,1142.628,535.853,2072.741,1156.321,3844.502,17421.273,2070.879,9425.863,223.79,9548.432,320.956,497.786,2104.11,7029.268,1598.45,244.863,1865.485,640.996,376.507,1492.172,17396.516,1091.07,1710.643,4689.413,5319.393,9802.396,498.95,370.002,975.948,2176.496,975.024,'2'
22347.762,21755.316,1364.908,4980.526,1422.764,14524.44,7481.635,51537.54,1966.409,117.784,2757.246,3330.016,9884.006,757.105,9547.626,47167.189,3349.9,65.799,5548.39,902.458,1001.346,1983.621,934.064,4183.063,14272.698,2269.938,8179.519,364.897,8997.614,181.52,567.437,2269.87,7972.521,1712.25,205.407,1411.292,685.664,402.303,1934.235,15062.554,904.435,1187.293,3441.264,4615.519,8639.32,446.401,453.468,1003.528,2369.362,996.213,'2'
18443.058,23326.202,590.241,2262.777,2288.135,26244.851,12799.634,48610.175,966.068,55.075,3589.55,4087.253,15540.92,697.186,14425.762,48863.419,2314.632,44.449,2307.683,2353.417,609.505,1729.212,1412.348,1368.959,19740.891,3566.261,9948.575,476.737,15053.315,147.813,174.833,2842.318,10511.052,2077.401,230.766,865.875,497.965,279.613,2219.91,19557.403,855.334,1485.534,7324.958,3591.874,11159.781,2336.919,202.511,894.393,1798.823,2631.551,'2'
17060.96,13737.69,807.827,5344.328,302.117,17853.965,3516.273,36908.315,672.704,93.007,2787.904,3005.865,10245.282,349.927,8676.802,22328.673,1345.436,55.698,1809.465,2298.99,543.723,1102.157,2123.534,3393.756,21167.065,1311.288,12505.951,468.053,6434.608,288.106,572.079,2929.762,10898.094,1331.087,249.134,662.236,484.738,92.595,1201.583,317.39,408.861,470.817,6704.756,4321.511,4435.588,1544.015,124.944,1308.437,1840.322,3336.674,'2'
17823.377,22023.882,1354.795,3984.565,1287.117,16233.217,3590.609,42354.19,1277.716,146.757,5845.17,2273.951,11436.957,354.492,11012.332,32486.551,2730.116,140.429,3720.735,3105.052,705.209,1388.298,1324.204,1607.915,16698.158,1408.684,15304.111,101.475,6421.285,107.671,1323.236,1803.032,9248.416,1740.878,226.492,903.72,128.656,123.653,1374.995,13084.068,998.544,1802.566,5320.135,3965.723,10633.001,617.995,328.315,8959.701,582.196,9598.51,'2'
10235.883,10281.916,1425.313,5148.244,361.704,20202.323,4551.975,32928.797,1007.281,87.467,2062.547,4434.927,10399.22,440.112,11315.192,24877.349,2933.876,94.115,3699.132,2401.471,727.548,1401.428,2397.645,336.033,22667.781,2451.613,10698.988,201.141,5709.371,336.452,317.555,2662.458,5817.828,826.381,261.683,784.578,869.736,58.691,338.932,140.307,1215.549,1815.704,6759.561,3520.5,8990.303,881.409,300.682,1048.007,1508.96,3310.327,'2'
10496.427,11570.925,488.562,8524.14,1118.149,12554.168,3733.819,40090.037,1472.627,184.385,2799.126,4241.046,2185.27,1289.368,13304.959,28306.549,2062.725,89.455,6186.41,3685.385,727.084,865.497,1918.306,2673.964,15143.476,4562.566,11979.605,363.01,5264.96,128.258,741.029,2466.024,2661.437,1303.739,244.006,1069.421,911.352,146.075,649.672,5997.231,1311.363,1235.326,5511.288,4098.825,6415.942,2336.77,407.721,4140.148,1440.916,1260.417,'2'
20054.879,27465.907,987.469,4205.55,1762.499,13102.324,5799.62,40736.425,193.328,160.861,3941.857,2685.509,8846.706,269.713,10638.851,28489.558,7146.196,91.062,3864.568,3347.991,696.444,1936.427,1409.912,1584.269,26227.767,1227.565,11092.715,37.627,7203.736,294.957,1411.298,2435.208,6098.236,4244.718,222.698,1237.117,419.671,54.526,1632.011,5846.908,1286.352,1364.396,7197.12,3493.209,13564.89,4881.308,294.521,3288.739,828.492,12909.471,'2'
14202.565,16610.992,866.586,13305.95,3249.482,27562.049,3361.114,42304.685,140.21,203.177,2026.476,1729.462,2260.487,1469.528,14088.816,76298.969,8599.963,248.946,3690.328,1836.581,622.582,443.013,1181.932,2405.489,28643.735,3566.13,12280.333,680.422,4921.698,1940.477,1568.599,1582.171,1688.314,5055.45,117.279,1590.25,18.919,76.788,256.435,11374.156,2670.522,915.642,2196.639,4668.202,11547.676,2152.941,167.952,3577.782,1562.944,2254.795,'2'
